age,experience,education_years,heures_semaine,nb_projets,evaluation_performance,anciennete_entreprise,niveau_education,departement,poste,ville,secteur,taille_entreprise,salaire_annuel
24,0,1,44,,5.5,0,Bac,Ventes,Intermédiaire,Paris,Industrie,PME,49900.0
25,0,4,35,1.0,,0,Licence,IT,Junior,Paris,Finance,Grande Entreprise,65000.0
28,1,2,37,5.0,7.0,0,Licence,IT,Junior,Lyon,Finance,PME,55900.0
27,2,2,39,2.0,5.4,0,Licence,RH,Junior,Paris,Services,Grande Entreprise,46700.0
29,3,6,38,10.0,6.8,0,Master,IT,Senior,Paris,Finance,PME,139400.0
33,1,6,40,2.0,6.4,0,Master,Finance,Junior,Lyon,Industrie,ETI,61800.0
34,3,0,35,3.0,3.4,0,Bac,Finance,Junior,Lyon,Industrie,Grande Entreprise,52100.0
33,2,4,39,4.0,3.4,0,Licence,IT,Intermédiaire,Paris,Finance,Grande Entreprise,95600.0
41,3,2,40,5.0,6.9,0,Licence,Marketing,Intermédiaire,Toulouse,Finance,PME,76300.0
41,9,6,42,2.0,5.7,1,Master,IT,Intermédiaire,Paris,Industrie,PME,112300.0
39,3,4,36,7.0,3.9,1,Master,R&D,Intermédiaire,Lyon,Services,ETI,85700.0
30,4,2,38,4.0,6.7,1,Licence,Marketing,Intermédiaire,Paris,Tech,Grande Entreprise,100300.0
34,1,6,39,2.0,4.6,0,Master,RH,Junior,Marseille,Finance,Grande Entreprise,58500.0
29,1,8,40,0.0,4.8,0,Doctorat,R&D,Junior,Autres,Tech,ETI,70800.0
41,8,6,35,6.0,5.5,1,Master,Finance,Intermédiaire,Marseille,Tech,PME,111900.0
41,3,2,39,8.0,4.6,0,Licence,IT,Senior,Autres,Tech,Startup,91000.0
25,1,5,38,4.0,,0,Master,Marketing,Junior,Toulouse,Santé,ETI,56300.0
29,2,4,37,2.0,3.9,0,Master,Marketing,Senior,Paris,Santé,Grande Entreprise,123000.0
33,2,5,37,4.0,6.1,0,Master,R&D,Intermédiaire,Paris,Finance,PME,116600.0
33,1,5,39,2.0,6.1,0,Master,Finance,Junior,Paris,Services,Startup,59000.0
44,5,3,36,9.0,6.9,1,Licence,R&D,Senior,Paris,Industrie,Grande Entreprise,149200.0
28,0,6,39,4.0,5.2,0,Master,IT,Intermédiaire,Toulouse,Services,PME,60900.0
33,2,5,42,5.0,6.3,0,Master,Finance,Intermédiaire,Toulouse,Finance,PME,95300.0
49,4,5,41,1.0,5.7,0,Master,IT,Junior,Lyon,Tech,ETI,71700.0
36,5,6,43,2.0,4.4,1,Master,IT,Junior,Marseille,Santé,ETI,67900.0
37,2,4,41,2.0,6.1,0,Licence,Marketing,Junior,Autres,Santé,Grande Entreprise,47200.0
32,6,6,47,9.0,8.7,2,Master,R&D,Directeur,Autres,Finance,Grande Entreprise,250000.0
22,0,1,40,4.0,5.9,0,Bac,R&D,Intermédiaire,Autres,Tech,PME,44300.0
40,4,5,40,2.0,4.1,2,Master,IT,Junior,Paris,Industrie,ETI,72900.0
30,1,0,35,3.0,7.9,0,Bac,IT,Junior,Marseille,Tech,ETI,47600.0
39,3,6,38,1.0,8.3,1,Master,RH,Intermédiaire,Autres,Finance,ETI,87900.0
32,0,4,37,2.0,4.5,0,Master,R&D,Junior,Paris,Services,PME,51200.0
22,0,1,37,3.0,5.6,0,Bac,RH,Intermédiaire,Paris,Industrie,Startup,37400.0
31,2,6,41,3.0,5.7,0,Master,Marketing,Intermédiaire,Paris,Santé,PME,79200.0
26,0,6,40,6.0,6.3,0,Master,IT,Senior,Paris,Tech,Grande Entreprise,140700.0
36,3,0,46,8.0,6.3,0,Bac,Ventes,Manager,Lyon,Finance,Grande Entreprise,148500.0
32,6,0,36,6.0,,1,Bac,Finance,Intermédiaire,Paris,Tech,PME,97600.0
40,13,3,35,10.0,8.7,3,Licence,Marketing,Manager,Lyon,Industrie,Startup,181700.0
34,3,9,39,6.0,7.2,0,Doctorat,IT,Senior,Paris,Tech,ETI,186900.0
37,2,0,41,5.0,3.6,0,Bac,IT,Intermédiaire,Autres,Santé,Grande Entreprise,52700.0
45,7,9,40,8.0,5.4,2,Doctorat,IT,Senior,Lyon,Santé,PME,152800.0
37,11,2,43,5.0,7.9,3,Licence,R&D,Intermédiaire,Toulouse,Santé,PME,118800.0
22,0,6,45,3.0,6.4,0,Master,Finance,Junior,Paris,Tech,Startup,66700.0
29,1,9,36,2.0,5.5,0,Doctorat,R&D,Junior,Autres,Tech,ETI,78000.0
34,5,0,43,7.0,5.5,0,Bac,IT,Senior,Lyon,Tech,PME,101000.0
58,7,7,44,6.0,6.5,1,Doctorat,Ventes,Manager,Paris,Tech,Grande Entreprise,250000.0
41,8,3,47,4.0,5.4,0,Licence,Finance,Manager,Autres,Tech,ETI,194100.0
31,1,4,35,3.0,3.6,0,Licence,Marketing,Junior,Paris,Finance,PME,49300.0
44,6,4,35,6.0,4.2,1,Licence,RH,Intermédiaire,Lyon,Finance,Grande Entreprise,87600.0
45,2,4,40,4.0,4.0,0,Master,Marketing,Intermédiaire,Paris,Finance,Startup,83000.0
38,4,4,43,2.0,7.2,0,Master,Finance,Junior,Marseille,Tech,Grande Entreprise,90800.0
40,1,4,40,2.0,5.2,0,Master,Ventes,Junior,Autres,Industrie,ETI,50900.0
33,1,0,43,2.0,7.6,0,Bac,RH,Junior,Marseille,Services,Grande Entreprise,34000.0
35,1,4,38,1.0,4.1,0,Master,RH,Junior,Marseille,Finance,Startup,43000.0
34,2,5,41,4.0,6.7,0,Master,Marketing,Junior,Marseille,Tech,Grande Entreprise,67400.0
37,6,2,42,7.0,5.9,0,Licence,Marketing,Intermédiaire,Paris,Santé,ETI,98500.0
40,3,4,41,,5.7,0,Licence,Ventes,Senior,Autres,Industrie,ETI,83700.0
46,6,8,38,4.0,8.5,3,Doctorat,IT,Manager,Paris,Tech,Grande Entreprise,250000.0
40,1,0,41,5.0,,0,Bac,IT,Intermédiaire,Paris,Tech,ETI,69800.0
44,5,6,36,14.0,5.2,0,Master,RH,Senior,Toulouse,Tech,Grande Entreprise,133100.0
41,3,1,39,5.0,4.7,0,Bac,Finance,Senior,Autres,Services,Startup,62900.0
32,2,2,41,0.0,6.2,0,Licence,Finance,Junior,Autres,Tech,Grande Entreprise,69800.0
35,6,4,44,3.0,5.5,0,Master,R&D,Manager,Lyon,Tech,PME,175500.0
53,4,4,38,6.0,6.2,0,Licence,Ventes,Senior,Autres,Finance,Grande Entreprise,122500.0
36,8,6,44,5.0,6.4,2,Master,IT,Senior,Toulouse,Industrie,ETI,146000.0
30,1,2,41,4.0,7.4,0,Licence,Finance,Intermédiaire,Marseille,Tech,ETI,71600.0
30,1,5,39,1.0,6.3,0,Master,Marketing,Junior,Lyon,Industrie,PME,52800.0
39,4,0,38,1.0,4.0,0,Bac,IT,Junior,Paris,Tech,ETI,68500.0
39,2,4,38,7.0,5.2,0,Master,IT,Junior,Autres,Tech,PME,55300.0
42,8,5,35,5.0,5.5,0,Master,Ventes,Intermédiaire,Autres,Finance,Startup,100700.0
48,9,4,39,4.0,6.4,4,Master,R&D,Intermédiaire,Paris,Tech,Startup,135200.0
35,3,6,39,7.0,5.7,0,Master,Ventes,Senior,Autres,Tech,ETI,111200.0
29,0,6,35,1.0,,0,Master,Marketing,Junior,Paris,Santé,Startup,53400.0
27,1,4,40,2.0,7.2,0,Master,IT,Junior,Lyon,Finance,PME,67900.0
28,1,6,43,1.0,3.7,0,Master,Marketing,Junior,Paris,Tech,PME,62000.0
45,7,6,41,11.0,7.9,0,Master,IT,Directeur,Lyon,Services,ETI,235300.0
25,0,0,37,3.0,4.8,0,Bac,Ventes,Junior,Autres,Tech,ETI,38200.0
22,0,1,41,0.0,5.1,0,Bac,Finance,Junior,Autres,Industrie,ETI,37500.0
32,3,5,35,5.0,6.1,0,Master,IT,Intermédiaire,Lyon,Finance,Grande Entreprise,115400.0
33,1,1,39,0.0,6.4,0,Bac,Finance,Junior,Paris,Services,Startup,41100.0
35,3,7,38,4.0,6.6,0,Doctorat,R&D,Intermédiaire,Paris,Santé,Startup,113100.0
30,1,8,35,0.0,5.6,0,Doctorat,R&D,Junior,Autres,Tech,ETI,79600.0
43,8,4,38,6.0,8.1,3,Licence,IT,Senior,Paris,Finance,PME,174500.0
37,3,0,37,8.0,5.6,0,Bac,Finance,Senior,Autres,Finance,Startup,80100.0
26,0,3,45,2.0,5.3,0,Licence,IT,Junior,Autres,Tech,Grande Entreprise,49100.0
53,18,3,37,10.0,6.8,1,Licence,Marketing,Directeur,Marseille,Tech,PME,250000.0
33,4,5,35,7.0,6.4,0,Master,IT,Intermédiaire,Autres,Finance,ETI,99200.0
43,1,3,44,2.0,6.3,0,Licence,RH,Junior,Autres,Tech,Grande Entreprise,46000.0
28,1,0,39,2.0,5.1,0,Bac,IT,Junior,Marseille,Santé,PME,35100.0
40,2,9,36,2.0,5.4,1,Doctorat,Finance,Junior,Paris,Services,Grande Entreprise,83500.0
33,1,4,35,3.0,4.7,0,Licence,IT,Junior,Paris,Finance,Grande Entreprise,68100.0
35,0,6,41,6.0,4.5,0,Master,RH,Junior,Marseille,Tech,PME,44800.0
26,2,3,40,10.0,6.3,0,Licence,RH,Senior,Paris,Services,Startup,75400.0
24,0,2,42,1.0,5.7,0,Licence,R&D,Junior,Lyon,Finance,Startup,46800.0
29,2,0,35,3.0,7.9,0,Bac,IT,Junior,Paris,Tech,Grande Entreprise,69300.0
44,9,0,37,7.0,6.9,2,Bac,Ventes,Senior,Paris,Tech,PME,142700.0
23,0,2,38,1.0,4.9,0,Licence,IT,Junior,Paris,Finance,Grande Entreprise,58000.0
35,5,6,42,3.0,6.7,1,Master,Ventes,Senior,Autres,Services,Grande Entreprise,112200.0
26,0,2,37,4.0,4.5,0,Licence,Marketing,Junior,Lyon,Tech,Startup,36000.0
37,3,0,37,4.0,6.1,1,Bac,Finance,Intermédiaire,Paris,Finance,Grande Entreprise,91200.0
37,2,4,38,8.0,6.6,0,Master,RH,Senior,Autres,Santé,Grande Entreprise,94700.0
41,5,3,37,6.0,7.0,0,Licence,Marketing,Senior,Autres,Tech,Grande Entreprise,121000.0
28,1,0,38,2.0,4.8,0,Bac,IT,Junior,Lyon,Tech,Grande Entreprise,48600.0
51,4,6,39,4.0,6.8,1,Master,Ventes,Junior,Autres,Finance,Grande Entreprise,83600.0
32,3,7,40,0.0,7.0,0,Doctorat,R&D,Junior,Paris,Tech,Grande Entreprise,121600.0
41,1,4,42,1.0,6.5,0,Licence,IT,Junior,Paris,Tech,ETI,60300.0
52,7,5,38,5.0,6.6,3,Master,Ventes,Intermédiaire,Autres,Santé,Grande Entreprise,107400.0
35,3,4,39,5.0,4.6,0,Master,IT,Manager,Autres,Finance,PME,143900.0
50,10,7,38,5.0,6.7,4,Doctorat,RH,Senior,Paris,Services,PME,138700.0
41,3,6,39,4.0,4.9,0,Master,Finance,Intermédiaire,Paris,Finance,Grande Entreprise,129200.0
36,4,7,41,2.0,7.1,1,Doctorat,IT,Junior,Autres,Tech,Grande Entreprise,98200.0
33,2,4,37,2.0,5.3,0,Master,IT,Junior,Toulouse,Tech,PME,57200.0
30,2,5,39,2.0,5.5,0,Master,RH,Junior,Paris,Services,Grande Entreprise,60900.0
31,1,4,38,2.0,4.4,0,Master,Finance,Junior,Paris,Services,PME,62000.0
37,5,5,40,7.0,5.3,1,Master,Finance,Senior,Lyon,Santé,Startup,121400.0
34,1,5,41,2.0,6.6,0,Master,Finance,Junior,Paris,Services,Startup,55600.0
22,0,4,38,3.0,4.4,0,Licence,Finance,Intermédiaire,Paris,Finance,PME,73000.0
37,5,4,36,3.0,7.6,2,Licence,R&D,Junior,Autres,Santé,ETI,68000.0
52,2,6,38,1.0,5.8,0,Master,R&D,Junior,Paris,Services,Grande Entreprise,82800.0
36,4,7,40,3.0,4.7,0,Doctorat,IT,Intermédiaire,Lyon,Services,PME,92000.0
36,7,8,38,6.0,6.3,3,Doctorat,R&D,Senior,Toulouse,Finance,Grande Entreprise,223200.0
38,2,5,38,2.0,5.3,0,Master,Finance,Senior,Paris,Tech,PME,130400.0
32,3,5,40,3.0,5.2,1,Master,Finance,Intermédiaire,Autres,Santé,Startup,69500.0
22,0,4,40,3.0,4.5,0,Licence,IT,Intermédiaire,Paris,Industrie,PME,58400.0
22,0,4,42,,6.5,0,Licence,Marketing,Intermédiaire,Paris,Finance,ETI,73600.0
30,1,7,38,3.0,6.0,0,Doctorat,R&D,Junior,Marseille,Santé,Grande Entreprise,79400.0
41,2,5,39,7.0,6.5,0,Master,Finance,Intermédiaire,Lyon,Industrie,ETI,88700.0
36,3,9,41,2.0,7.9,0,Doctorat,IT,Intermédiaire,Toulouse,Santé,Startup,91500.0
44,5,2,36,3.0,5.3,1,Licence,IT,Senior,Lyon,Services,Grande Entreprise,118500.0
41,7,3,40,7.0,6.6,1,Licence,IT,Manager,Autres,Services,PME,119600.0
26,0,1,39,5.0,6.4,0,Bac,Marketing,Junior,Paris,Finance,Grande Entreprise,54200.0
26,0,3,40,2.0,4.5,0,Licence,RH,Junior,Lyon,Services,PME,32200.0
27,0,4,40,5.0,6.6,0,Licence,Ventes,Junior,Autres,Industrie,ETI,41100.0
30,1,4,40,0.0,5.2,0,Licence,Marketing,Intermédiaire,Paris,Finance,Grande Entreprise,81700.0
22,0,1,35,4.0,5.9,0,Bac,Finance,Junior,Paris,Finance,PME,50600.0
32,3,3,38,10.0,8.3,0,Licence,IT,Senior,Paris,Finance,PME,132700.0
32,2,0,38,3.0,5.1,0,Bac,Ventes,Junior,Autres,Services,Startup,32500.0
37,2,5,45,3.0,5.9,1,Master,Finance,Junior,Marseille,Tech,Grande Entreprise,76700.0
31,2,7,41,2.0,5.2,0,Doctorat,IT,Junior,Marseille,Santé,PME,65700.0
38,3,6,36,4.0,5.0,0,Master,IT,Intermédiaire,Paris,Finance,PME,103800.0
29,0,4,41,3.0,7.1,0,Licence,Ventes,Junior,Autres,Tech,Grande Entreprise,49800.0
41,10,4,37,8.0,7.6,0,Licence,Marketing,Senior,Marseille,Santé,ETI,129400.0
44,5,9,49,10.0,5.4,1,Doctorat,Finance,Manager,Paris,Tech,Startup,250000.0
25,0,3,38,3.0,3.0,0,Licence,Marketing,Junior,Lyon,Santé,PME,34700.0
22,0,1,37,1.0,4.9,0,Bac,Marketing,Junior,Lyon,Industrie,Grande Entreprise,36500.0
40,1,5,37,4.0,3.8,0,Master,R&D,Junior,Marseille,Finance,Startup,58600.0
34,2,0,39,0.0,5.8,0,Bac,IT,Junior,Autres,Tech,PME,40800.0
40,2,0,36,2.0,5.7,0,Bac,R&D,Junior,Paris,Santé,Grande Entreprise,60500.0
44,3,5,42,5.0,6.7,0,Master,Marketing,Senior,Paris,Santé,Grande Entreprise,147500.0
30,2,0,36,1.0,6.6,0,Bac,Marketing,Junior,Paris,Tech,PME,49700.0
44,8,3,37,7.0,7.4,2,Licence,RH,Senior,Paris,Finance,ETI,153100.0
43,7,4,35,4.0,4.9,4,Master,R&D,Intermédiaire,Lyon,Services,ETI,107200.0
45,4,2,37,7.0,5.8,1,Licence,Ventes,Intermédiaire,Autres,Tech,Grande Entreprise,88700.0
36,1,2,41,4.0,5.4,0,Licence,RH,Intermédiaire,Autres,Finance,PME,48700.0
33,1,3,40,2.0,5.5,0,Licence,Finance,Junior,Autres,Finance,ETI,53200.0
31,3,7,43,3.0,4.1,1,Doctorat,R&D,Senior,Marseille,Tech,PME,134400.0
40,5,5,35,6.0,7.3,0,Master,R&D,Senior,Toulouse,Tech,ETI,158700.0
26,0,2,35,4.0,4.9,0,Licence,Ventes,Intermédiaire,Paris,Santé,ETI,63700.0
43,4,4,39,1.0,6.5,0,Master,Marketing,Junior,Autres,Services,ETI,57400.0
34,2,4,39,0.0,5.5,0,Master,IT,Intermédiaire,Toulouse,Industrie,PME,66800.0
34,7,5,39,7.0,5.4,1,Master,R&D,Senior,Autres,Finance,Grande Entreprise,169900.0
33,3,7,38,3.0,7.9,0,Doctorat,R&D,Junior,Autres,Tech,ETI,87900.0
44,6,6,37,6.0,5.4,2,Master,RH,Manager,Autres,Finance,PME,141500.0
42,4,6,37,3.0,6.6,0,Master,Marketing,Intermédiaire,Autres,Finance,ETI,89000.0
33,3,2,35,2.0,5.4,0,Licence,Ventes,Senior,Paris,Santé,PME,93100.0
40,3,4,37,4.0,2.6,0,Licence,IT,Junior,Autres,Tech,Startup,45900.0
51,6,8,37,3.0,4.8,0,Doctorat,R&D,Senior,Paris,Finance,Grande Entreprise,220400.0
39,1,5,35,3.0,5.6,0,Master,Ventes,Intermédiaire,Autres,Tech,ETI,72400.0
32,5,8,44,7.0,6.7,2,Doctorat,IT,Senior,Toulouse,Finance,PME,140700.0
31,1,3,39,6.0,3.1,0,Licence,Finance,Junior,Marseille,Finance,Grande Entreprise,56900.0
37,2,0,41,5.0,5.1,0,Bac,Marketing,Intermédiaire,Autres,Tech,Startup,47400.0
37,4,2,38,1.0,,1,Licence,RH,Intermédiaire,Lyon,Santé,PME,55500.0
35,4,4,35,4.0,5.3,1,Licence,RH,Intermédiaire,Autres,Finance,PME,59700.0
36,1,2,38,2.0,4.2,0,Licence,IT,Junior,Paris,Tech,Startup,49300.0
38,1,2,38,2.0,5.9,0,Licence,Ventes,Junior,Marseille,Finance,ETI,51400.0
40,10,1,35,11.0,3.5,1,Bac,Finance,Directeur,Toulouse,Industrie,ETI,201700.0
37,3,4,39,2.0,6.0,0,Master,RH,Intermédiaire,Autres,Finance,ETI,81300.0
38,6,6,42,4.0,7.9,2,Master,Marketing,Senior,Autres,Services,PME,99700.0
28,1,6,35,3.0,4.3,0,Master,Finance,Junior,Autres,Finance,ETI,67000.0
22,0,2,36,2.0,5.0,0,Licence,Finance,Junior,Autres,Finance,Grande Entreprise,57400.0
35,2,5,41,3.0,7.6,0,Master,R&D,Junior,Autres,Services,Grande Entreprise,65900.0
29,1,2,36,2.0,,0,Licence,Ventes,Intermédiaire,Toulouse,Santé,ETI,64200.0
32,1,4,37,2.0,5.9,0,Master,RH,Junior,Autres,Tech,ETI,53700.0
34,3,9,40,7.0,5.7,1,Doctorat,R&D,Intermédiaire,Paris,Finance,PME,133400.0
37,6,4,36,3.0,5.8,1,Master,IT,Intermédiaire,Lyon,Finance,PME,118000.0
34,1,3,41,2.0,5.0,0,Licence,IT,Intermédiaire,Autres,Finance,PME,61200.0
32,2,6,39,2.0,5.7,0,Master,Finance,Intermédiaire,Autres,Industrie,Startup,64400.0
48,9,9,49,6.0,7.3,0,Doctorat,Marketing,Manager,Lyon,Tech,ETI,250000.0
37,7,4,37,4.0,5.5,1,Master,Marketing,Senior,Autres,Services,PME,101900.0
41,6,0,35,11.0,6.5,2,Bac,R&D,Senior,Autres,Finance,Startup,103500.0
38,0,3,38,3.0,6.3,0,Licence,Marketing,Junior,Paris,Services,PME,39000.0
29,2,0,41,2.0,6.9,0,Bac,Ventes,Intermédiaire,Paris,Services,ETI,66200.0
33,1,4,37,4.0,5.6,0,Master,R&D,Junior,Lyon,Santé,PME,56400.0
30,1,5,35,5.0,7.1,0,Master,RH,Junior,Autres,Santé,Startup,42100.0
27,1,5,43,1.0,5.2,0,Master,Finance,Junior,Paris,Tech,Grande Entreprise,82500.0
33,1,6,36,1.0,7.6,0,Master,Ventes,Junior,Lyon,Industrie,ETI,54700.0
31,3,4,38,2.0,6.5,0,Master,Marketing,Intermédiaire,Toulouse,Services,Grande Entreprise,84900.0
37,5,4,44,2.0,6.5,0,Master,Finance,Intermédiaire,Autres,Industrie,ETI,96800.0
38,8,9,38,5.0,5.9,2,Doctorat,R&D,Senior,Paris,Santé,PME,192700.0
31,4,4,35,10.0,6.1,1,Licence,Finance,Senior,Lyon,Tech,ETI,116400.0
27,0,3,35,5.0,6.6,0,Licence,Finance,Junior,Autres,Santé,Grande Entreprise,54300.0
29,2,2,41,8.0,4.2,0,Licence,IT,Intermédiaire,Paris,Services,PME,62500.0
30,3,1,40,1.0,5.8,0,Bac,RH,Intermédiaire,Marseille,Tech,Startup,50100.0
32,1,2,35,0.0,6.2,0,Licence,Marketing,Junior,Toulouse,Industrie,PME,42100.0
34,1,3,37,1.0,5.9,0,Licence,Finance,Junior,Lyon,Services,ETI,44400.0
43,0,4,44,3.0,6.6,0,Master,IT,Junior,Lyon,Tech,PME,58600.0
38,4,5,39,0.0,6.2,1,Master,Marketing,Junior,Paris,Tech,PME,72400.0
28,1,6,38,2.0,5.4,0,Master,RH,Junior,Marseille,Tech,Grande Entreprise,61100.0
48,15,5,37,6.0,7.0,4,Master,R&D,Manager,Autres,Tech,PME,247300.0
32,2,0,41,0.0,5.8,0,Bac,Marketing,Intermédiaire,Lyon,Tech,Grande Entreprise,66800.0
39,4,9,38,3.0,6.8,1,Doctorat,Marketing,Intermédiaire,Marseille,Industrie,PME,89600.0
36,3,6,36,3.0,7.3,0,Master,Marketing,Intermédiaire,Autres,Finance,Startup,79300.0
41,5,2,39,0.0,7.6,1,Licence,Ventes,Junior,Marseille,Finance,ETI,73100.0
32,4,2,37,1.0,5.8,0,Licence,Finance,Junior,Autres,Industrie,PME,53900.0
38,9,5,37,7.0,5.8,2,Master,IT,Intermédiaire,Paris,Santé,PME,121500.0
24,0,0,36,4.0,4.9,0,Bac,Finance,Senior,Paris,Santé,ETI,87100.0
43,3,4,38,2.0,5.6,1,Licence,IT,Intermédiaire,Autres,Industrie,PME,57100.0
34,3,4,40,0.0,6.9,0,Licence,Marketing,Junior,Paris,Services,Grande Entreprise,61100.0
48,4,7,38,2.0,7.4,0,Doctorat,Finance,Intermédiaire,Paris,Tech,Startup,128000.0
34,6,6,37,9.0,5.7,3,Master,Marketing,Intermédiaire,Paris,Finance,Startup,107500.0
36,0,4,35,5.0,4.9,0,Licence,Marketing,Junior,Paris,Services,Grande Entreprise,43200.0
48,4,3,42,2.0,5.0,1,Licence,Finance,Senior,Autres,Santé,Grande Entreprise,118400.0
26,0,5,38,4.0,5.4,0,Master,Finance,Senior,Paris,Finance,PME,125900.0
43,5,2,43,11.0,7.7,0,Licence,RH,Manager,Autres,Industrie,Grande Entreprise,132400.0
37,2,5,38,2.0,6.1,0,Master,Ventes,Intermédiaire,Autres,Finance,PME,72200.0
22,0,0,41,0.0,6.4,0,Bac,R&D,Junior,Marseille,Santé,PME,35400.0
37,3,0,36,4.0,4.9,0,Bac,Ventes,Junior,Autres,Santé,ETI,42900.0
46,15,0,38,5.0,8.1,4,Bac,Finance,Senior,Paris,Industrie,Grande Entreprise,234100.0
35,0,0,38,2.0,6.0,0,Bac,Finance,Junior,Autres,Santé,PME,34100.0
41,2,2,42,1.0,5.0,0,Licence,Marketing,Intermédiaire,Autres,Tech,ETI,59200.0
28,1,0,39,3.0,4.9,0,Bac,Ventes,Junior,Marseille,Santé,ETI,39300.0
29,1,4,36,1.0,6.8,0,Master,IT,Junior,Paris,Services,Startup,55500.0
31,1,5,39,3.0,3.7,0,Master,Ventes,Intermédiaire,Autres,Tech,PME,65800.0
22,0,3,44,4.0,4.4,0,Licence,Finance,Junior,Marseille,Finance,PME,46800.0
22,0,0,36,2.0,6.3,0,Bac,Finance,Junior,Autres,Finance,Grande Entreprise,48100.0
30,3,4,40,2.0,4.6,1,Master,IT,Junior,Autres,Santé,PME,58200.0
43,2,6,39,5.0,4.8,0,Master,Ventes,Junior,Paris,Tech,PME,74800.0
22,0,0,38,3.0,7.0,0,Bac,IT,Junior,Paris,Finance,Grande Entreprise,54600.0
46,5,9,38,11.0,6.4,0,Doctorat,IT,Senior,Autres,Tech,ETI,168200.0
44,7,3,35,5.0,4.8,1,Licence,Ventes,Intermédiaire,Autres,Tech,Startup,76900.0
49,2,4,39,1.0,,0,Licence,IT,Senior,Lyon,Tech,Grande Entreprise,106700.0
37,7,3,47,7.0,5.1,1,Licence,RH,Senior,Marseille,Tech,Startup,110700.0
31,5,4,35,5.0,7.4,1,Licence,IT,Senior,Autres,Industrie,PME,89300.0
29,4,6,39,5.0,5.0,0,Master,Ventes,Intermédiaire,Lyon,Santé,Grande Entreprise,95200.0
26,0,0,42,3.0,5.7,0,Bac,RH,Junior,Paris,Tech,PME,35500.0
62,13,0,43,2.0,6.6,2,Bac,Ventes,Intermédiaire,Lyon,Services,PME,94100.0
42,4,6,39,1.0,5.2,1,Master,IT,Intermédiaire,Toulouse,Services,ETI,84000.0
41,4,9,38,4.0,6.1,2,Doctorat,R&D,Senior,Autres,Services,PME,110000.0
38,3,5,44,2.0,3.0,0,Master,Finance,Junior,Autres,Santé,ETI,61500.0
37,1,4,44,1.0,8.1,0,Master,Ventes,Junior,Autres,Tech,PME,52200.0
41,1,4,38,0.0,7.8,0,Master,IT,Junior,Paris,Services,Grande Entreprise,75500.0
46,2,6,35,5.0,5.9,0,Master,Finance,Intermédiaire,Paris,Finance,Grande Entreprise,139400.0
22,0,0,36,3.0,4.8,0,Bac,Finance,Junior,Paris,Santé,PME,42500.0
38,1,4,40,3.0,5.6,0,Master,Marketing,Junior,Autres,Industrie,Grande Entreprise,50500.0
27,0,3,38,2.0,6.5,0,Licence,Ventes,Junior,Paris,Finance,ETI,61000.0
29,0,4,38,2.0,6.2,0,Licence,Ventes,Junior,Toulouse,Finance,PME,44300.0
32,0,4,35,5.0,6.3,0,Licence,Finance,Intermédiaire,Lyon,Finance,PME,65100.0
24,0,1,41,3.0,4.8,0,Bac,RH,Intermédiaire,Paris,Tech,Grande Entreprise,58600.0
34,4,6,39,10.0,7.6,1,Master,Finance,Manager,Toulouse,Santé,Startup,151900.0
33,3,0,37,8.0,6.2,1,Bac,RH,Intermédiaire,Lyon,Tech,ETI,61200.0
28,0,0,35,1.0,3.3,0,Bac,Ventes,Junior,Autres,Industrie,Grande Entreprise,31700.0
22,0,3,40,4.0,5.7,0,Licence,RH,Junior,Lyon,Finance,Grande Entreprise,52200.0
53,8,0,42,6.0,7.8,5,Bac,RH,Senior,Marseille,Tech,ETI,105400.0
30,0,2,40,4.0,5.8,0,Licence,R&D,Intermédiaire,Autres,Tech,Grande Entreprise,67200.0
32,2,6,37,4.0,4.5,1,Master,Ventes,Intermédiaire,Autres,Industrie,Grande Entreprise,78600.0
25,0,1,42,2.0,5.2,0,Bac,Finance,Junior,Lyon,Finance,Startup,35800.0
37,0,2,38,7.0,6.7,0,Licence,Marketing,Intermédiaire,Marseille,Tech,Grande Entreprise,66600.0
37,3,6,42,2.0,4.7,0,Master,IT,Junior,Marseille,Finance,ETI,77300.0
22,0,0,37,4.0,4.5,0,Bac,Finance,Junior,Autres,Tech,Grande Entreprise,43600.0
39,4,4,38,3.0,,1,Master,R&D,Senior,Autres,Tech,ETI,119900.0
35,7,4,38,,7.5,1,Licence,R&D,Senior,Paris,Industrie,PME,132800.0
22,0,0,38,6.0,,0,Bac,Finance,Junior,Lyon,Services,ETI,37200.0
43,5,4,35,4.0,5.6,1,Master,IT,Intermédiaire,Paris,Services,PME,95400.0
22,0,1,36,4.0,8.0,0,Bac,RH,Junior,Marseille,Santé,Grande Entreprise,35200.0
38,2,7,39,0.0,8.8,0,Doctorat,Ventes,Junior,Paris,Tech,ETI,94200.0
33,2,4,36,1.0,7.0,0,Licence,Ventes,Junior,Paris,Tech,Grande Entreprise,73800.0
22,0,1,40,2.0,7.2,0,Bac,Finance,Junior,Paris,Santé,PME,46200.0
35,2,6,42,3.0,7.5,0,Master,Finance,Intermédiaire,Autres,Tech,Startup,80100.0
29,1,1,35,2.0,,0,Bac,R&D,Junior,Autres,Industrie,Startup,31700.0
27,0,6,41,2.0,3.9,0,Master,Ventes,Junior,Autres,Services,Grande Entreprise,52400.0
35,8,7,36,7.0,4.9,5,Doctorat,IT,Senior,Marseille,Tech,Grande Entreprise,193200.0
